"Type","Sort Date","Title","Page Path","Event Image Source","Nid"
"Event","Wednesday, April 19, 2017 - 13:00","Master of Public Policy Program Information Session","https://liberalarts.temple.edu/about-us/events/master-public-policy-program-information-session","","13821"
